region,latitude,longitude,available_for_hire_taxis,avg_rain_mm,total_taxi_records_from_api,taxi_api_timestamp,rain_api_timestamp,collection_time
Northeast,1.37,103.88,262,0.0,2722,2026-06-24T20:15:00+08:00,2026-06-24T20:15:00+08:00,2026-06-24T20:15:00
Other,1.28,103.76,186,0.0,2722,2026-06-24T20:15:00+08:00,2026-06-24T20:15:00+08:00,2026-06-24T20:15:00
West,1.35,103.7,227,0.0,2722,2026-06-24T20:15:00+08:00,2026-06-24T20:15:00+08:00,2026-06-24T20:15:00
Central,1.3,103.83,1129,0.0,2766,2026-06-24T20:20:00+08:00,2026-06-24T20:20:00+08:00,2026-06-24T20:20:00
East,1.35,103.95,716,0.0,2766,2026-06-24T20:20:00+08:00,2026-06-24T20:20:00+08:00,2026-06-24T20:20:00
North,1.42,103.82,260,0.0,2766,2026-06-24T20:20:00+08:00,2026-06-24T20:20:00+08:00,2026-06-24T20:20:00
Northeast,1.37,103.88,262,0.0,2766,2026-06-24T20:20:00+08:00,2026-06-24T20:20:00+08:00,2026-06-24T20:20:00
Other,1.28,103.76,158,0.0,2766,2026-06-24T20:20:00+08:00,2026-06-24T20:20:00+08:00,2026-06-24T20:20:00
West,1.35,103.7,241,0.0,2766,2026-06-24T20:20:00+08:00,2026-06-24T20:20:00+08:00,2026-06-24T20:20:00
Central,1.3,103.83,1085,0.0,2757,2026-06-24T20:25:00+08:00,2026-06-24T20:25:00+08:00,2026-06-24T20:25:00
East,1.35,103.95,687,0.0,2757,2026-06-24T20:25:00+08:00,2026-06-24T20:25:00+08:00,2026-06-24T20:25:00
North,1.42,103.82,266,0.0,2757,2026-06-24T20:25:00+08:00,2026-06-24T20:25:00+08:00,2026-06-24T20:25:00
Northeast,1.37,103.88,302,0.0,2757,2026-06-24T20:25:00+08:00,2026-06-24T20:25:00+08:00,2026-06-24T20:25:00
Other,1.28,103.76,155,0.0,2757,2026-06-24T20:25:00+08:00,2026-06-24T20:25:00+08:00,2026-06-24T20:25:00
West,1.35,103.7,262,0.0,2757,2026-06-24T20:25:00+08:00,2026-06-24T20:25:00+08:00,2026-06-24T20:25:00
Central,1.3,103.83,1088,0.0,2786,2026-06-24T20:30:00+08:00,2026-06-24T20:30:00+08:00,2026-06-24T20:30:00
East,1.35,103.95,689,0.0,2786,2026-06-24T20:30:00+08:00,2026-06-24T20:30:00+08:00,2026-06-24T20:30:00
North,1.42,103.82,294,0.0,2786,2026-06-24T20:30:00+08:00,2026-06-24T20:30:00+08:00,2026-06-24T20:30:00
Northeast,1.37,103.88,278,0.0,2786,2026-06-24T20:30:00+08:00,2026-06-24T20:30:00+08:00,2026-06-24T20:30:00
Other,1.28,103.76,177,0.0,2786,2026-06-24T20:30:00+08:00,2026-06-24T20:30:00+08:00,2026-06-24T20:30:00
West,1.35,103.7,260,0.0,2786,2026-06-24T20:30:00+08:00,2026-06-24T20:30:00+08:00,2026-06-24T20:30:00
Central,1.3,103.83,1062,0.0,2754,2026-06-24T20:35:00+08:00,2026-06-24T20:35:00+08:00,2026-06-24T20:35:00
East,1.35,103.95,695,0.0,2754,2026-06-24T20:35:00+08:00,2026-06-24T20:35:00+08:00,2026-06-24T20:35:00
North,1.42,103.82,287,0.0,2754,2026-06-24T20:35:00+08:00,2026-06-24T20:35:00+08:00,2026-06-24T20:35:00
Northeast,1.37,103.88,295,0.0,2754,2026-06-24T20:35:00+08:00,2026-06-24T20:35:00+08:00,2026-06-24T20:35:00
Other,1.28,103.76,177,0.0,2754,2026-06-24T20:35:00+08:00,2026-06-24T20:35:00+08:00,2026-06-24T20:35:00
West,1.35,103.7,238,0.0,2754,2026-06-24T20:35:00+08:00,2026-06-24T20:35:00+08:00,2026-06-24T20:35:00
Central,1.3,103.83,1102,0.0,2791,2026-06-24T20:40:00+08:00,2026-06-24T20:40:00+08:00,2026-06-24T20:40:00
East,1.35,103.95,694,0.0,2791,2026-06-24T20:40:00+08:00,2026-06-24T20:40:00+08:00,2026-06-24T20:40:00
North,1.42,103.82,296,0.0,2791,2026-06-24T20:40:00+08:00,2026-06-24T20:40:00+08:00,2026-06-24T20:40:00
Northeast,1.37,103.88,287,0.0,2791,2026-06-24T20:40:00+08:00,2026-06-24T20:40:00+08:00,2026-06-24T20:40:00
Other,1.28,103.76,153,0.0,2791,2026-06-24T20:40:00+08:00,2026-06-24T20:40:00+08:00,2026-06-24T20:40:00
West,1.35,103.7,259,0.0,2791,2026-06-24T20:40:00+08:00,2026-06-24T20:40:00+08:00,2026-06-24T20:40:00
Central,1.3,103.83,1104,0.0,2856,2026-06-24T20:45:00+08:00,2026-06-24T20:45:00+08:00,2026-06-24T20:45:00
East,1.35,103.95,718,0.0,2856,2026-06-24T20:45:00+08:00,2026-06-24T20:45:00+08:00,2026-06-24T20:45:00
North,1.42,103.82,323,0.0,2856,2026-06-24T20:45:00+08:00,2026-06-24T20:45:00+08:00,2026-06-24T20:45:00
Northeast,1.37,103.88,297,0.0,2856,2026-06-24T20:45:00+08:00,2026-06-24T20:45:00+08:00,2026-06-24T20:45:00
Other,1.28,103.76,167,0.0,2856,2026-06-24T20:45:00+08:00,2026-06-24T20:45:00+08:00,2026-06-24T20:45:00
West,1.35,103.7,247,0.0,2856,2026-06-24T20:45:00+08:00,2026-06-24T20:45:00+08:00,2026-06-24T20:45:00
Central,1.3,103.83,1084,0.0,2804,2026-06-24T20:50:00+08:00,2026-06-24T20:50:00+08:00,2026-06-24T20:50:00
East,1.35,103.95,706,0.0,2804,2026-06-24T20:50:00+08:00,2026-06-24T20:50:00+08:00,2026-06-24T20:50:00
North,1.42,103.82,326,0.0,2804,2026-06-24T20:50:00+08:00,2026-06-24T20:50:00+08:00,2026-06-24T20:50:00
Northeast,1.37,103.88,291,0.0,2804,2026-06-24T20:50:00+08:00,2026-06-24T20:50:00+08:00,2026-06-24T20:50:00
Other,1.28,103.76,171,0.0,2804,2026-06-24T20:50:00+08:00,2026-06-24T20:50:00+08:00,2026-06-24T20:50:00
West,1.35,103.7,226,0.0,2804,2026-06-24T20:50:00+08:00,2026-06-24T20:50:00+08:00,2026-06-24T20:50:00
Central,1.3,103.83,1161,0.0,2942,2026-06-24T20:55:00+08:00,2026-06-24T20:55:00+08:00,2026-06-24T20:55:00
East,1.35,103.95,743,0.0,2942,2026-06-24T20:55:00+08:00,2026-06-24T20:55:00+08:00,2026-06-24T20:55:00
North,1.42,103.82,335,0.0,2942,2026-06-24T20:55:00+08:00,2026-06-24T20:55:00+08:00,2026-06-24T20:55:00
Northeast,1.37,103.88,290,0.0,2942,2026-06-24T20:55:00+08:00,2026-06-24T20:55:00+08:00,2026-06-24T20:55:00
Other,1.28,103.76,172,0.0,2942,2026-06-24T20:55:00+08:00,2026-06-24T20:55:00+08:00,2026-06-24T20:55:00
West,1.35,103.7,241,0.0,2942,2026-06-24T20:55:00+08:00,2026-06-24T20:55:00+08:00,2026-06-24T20:55:00
Central,1.3,103.83,1089,0.0,2788,2026-06-24T21:00:00+08:00,2026-06-24T21:00:00+08:00,2026-06-24T21:00:00
East,1.35,103.95,689,0.0,2788,2026-06-24T21:00:00+08:00,2026-06-24T21:00:00+08:00,2026-06-24T21:00:00
North,1.42,103.82,324,0.0,2788,2026-06-24T21:00:00+08:00,2026-06-24T21:00:00+08:00,2026-06-24T21:00:00
Northeast,1.37,103.88,281,0.0,2788,2026-06-24T21:00:00+08:00,2026-06-24T21:00:00+08:00,2026-06-24T21:00:00
Other,1.28,103.76,168,0.0,2788,2026-06-24T21:00:00+08:00,2026-06-24T21:00:00+08:00,2026-06-24T21:00:00
West,1.35,103.7,237,0.0,2788,2026-06-24T21:00:00+08:00,2026-06-24T21:00:00+08:00,2026-06-24T21:00:00
Central,1.3,103.83,1055,0.0,2834,2026-06-24T21:05:00+08:00,2026-06-24T21:05:00+08:00,2026-06-24T21:05:00
East,1.35,103.95,737,0.0,2834,2026-06-24T21:05:00+08:00,2026-06-24T21:05:00+08:00,2026-06-24T21:05:00
North,1.42,103.82,332,0.0,2834,2026-06-24T21:05:00+08:00,2026-06-24T21:05:00+08:00,2026-06-24T21:05:00
Northeast,1.37,103.88,294,0.0,2834,2026-06-24T21:05:00+08:00,2026-06-24T21:05:00+08:00,2026-06-24T21:05:00
Other,1.28,103.76,176,0.0,2834,2026-06-24T21:05:00+08:00,2026-06-24T21:05:00+08:00,2026-06-24T21:05:00
West,1.35,103.7,240,0.0,2834,2026-06-24T21:05:00+08:00,2026-06-24T21:05:00+08:00,2026-06-24T21:05:00
Central,1.3,103.83,1025,0.0,2802,2026-06-24T21:10:00+08:00,2026-06-24T21:10:00+08:00,2026-06-24T21:10:00
East,1.35,103.95,746,0.0,2802,2026-06-24T21:10:00+08:00,2026-06-24T21:10:00+08:00,2026-06-24T21:10:00
North,1.42,103.82,334,0.0,2802,2026-06-24T21:10:00+08:00,2026-06-24T21:10:00+08:00,2026-06-24T21:10:00
Northeast,1.37,103.88,298,0.0,2802,2026-06-24T21:10:00+08:00,2026-06-24T21:10:00+08:00,2026-06-24T21:10:00
Other,1.28,103.76,170,0.0,2802,2026-06-24T21:10:00+08:00,2026-06-24T21:10:00+08:00,2026-06-24T21:10:00
West,1.35,103.7,229,0.0,2802,2026-06-24T21:10:00+08:00,2026-06-24T21:10:00+08:00,2026-06-24T21:10:00
Central,1.3,103.83,961,0.0,2726,2026-06-24T21:15:00+08:00,2026-06-24T21:15:00+08:00,2026-06-24T21:15:00
East,1.35,103.95,741,0.0,2726,2026-06-24T21:15:00+08:00,2026-06-24T21:15:00+08:00,2026-06-24T21:15:00
North,1.42,103.82,321,0.0,2726,2026-06-24T21:15:00+08:00,2026-06-24T21:15:00+08:00,2026-06-24T21:15:00
Northeast,1.37,103.88,311,0.0,2726,2026-06-24T21:15:00+08:00,2026-06-24T21:15:00+08:00,2026-06-24T21:15:00
Other,1.28,103.76,184,0.0,2726,2026-06-24T21:15:00+08:00,2026-06-24T21:15:00+08:00,2026-06-24T21:15:00
West,1.35,103.7,208,0.0,2726,2026-06-24T21:15:00+08:00,2026-06-24T21:15:00+08:00,2026-06-24T21:15:00
Central,1.3,103.83,976,0.0,2757,2026-06-24T21:20:00+08:00,2026-06-24T21:20:00+08:00,2026-06-24T21:20:00
East,1.35,103.95,762,0.0,2757,2026-06-24T21:20:00+08:00,2026-06-24T21:20:00+08:00,2026-06-24T21:20:00
North,1.42,103.82,332,0.0,2757,2026-06-24T21:20:00+08:00,2026-06-24T21:20:00+08:00,2026-06-24T21:20:00
Northeast,1.37,103.88,292,0.0,2757,2026-06-24T21:20:00+08:00,2026-06-24T21:20:00+08:00,2026-06-24T21:20:00
Other,1.28,103.76,170,0.0,2757,2026-06-24T21:20:00+08:00,2026-06-24T21:20:00+08:00,2026-06-24T21:20:00
West,1.35,103.7,225,0.0,2757,2026-06-24T21:20:00+08:00,2026-06-24T21:20:00+08:00,2026-06-24T21:20:00
Central,1.3,103.83,934,0.0,2763,2026-06-24T21:25:00+08:00,2026-06-24T21:25:00+08:00,2026-06-24T21:25:00
East,1.35,103.95,746,0.0,2763,2026-06-24T21:25:00+08:00,2026-06-24T21:25:00+08:00,2026-06-24T21:25:00
North,1.42,103.82,365,0.0,2763,2026-06-24T21:25:00+08:00,2026-06-24T21:25:00+08:00,2026-06-24T21:25:00
Northeast,1.37,103.88,310,0.0,2763,2026-06-24T21:25:00+08:00,2026-06-24T21:25:00+08:00,2026-06-24T21:25:00
Other,1.28,103.76,168,0.0,2763,2026-06-24T21:25:00+08:00,2026-06-24T21:25:00+08:00,2026-06-24T21:25:00
West,1.35,103.7,240,0.0,2763,2026-06-24T21:25:00+08:00,2026-06-24T21:25:00+08:00,2026-06-24T21:25:00
Central,1.3,103.83,924,0.0,2755,2026-06-24T21:30:00+08:00,2026-06-24T21:30:00+08:00,2026-06-24T21:30:00
East,1.35,103.95,728,0.0,2755,2026-06-24T21:30:00+08:00,2026-06-24T21:30:00+08:00,2026-06-24T21:30:00
North,1.42,103.82,350,0.0,2755,2026-06-24T21:30:00+08:00,2026-06-24T21:30:00+08:00,2026-06-24T21:30:00
Northeast,1.37,103.88,321,0.0,2755,2026-06-24T21:30:00+08:00,2026-06-24T21:30:00+08:00,2026-06-24T21:30:00
Other,1.28,103.76,185,0.0,2755,2026-06-24T21:30:00+08:00,2026-06-24T21:30:00+08:00,2026-06-24T21:30:00
West,1.35,103.7,247,0.0,2755,2026-06-24T21:30:00+08:00,2026-06-24T21:30:00+08:00,2026-06-24T21:30:00
Central,1.3,103.83,930,0.0,2782,2026-06-24T21:35:00+08:00,2026-06-24T21:35:00+08:00,2026-06-24T21:35:00
East,1.35,103.95,731,0.0,2782,2026-06-24T21:35:00+08:00,2026-06-24T21:35:00+08:00,2026-06-24T21:35:00
North,1.42,103.82,367,0.0,2782,2026-06-24T21:35:00+08:00,2026-06-24T21:35:00+08:00,2026-06-24T21:35:00
Northeast,1.37,103.88,316,0.0,2782,2026-06-24T21:35:00+08:00,2026-06-24T21:35:00+08:00,2026-06-24T21:35:00
Other,1.28,103.76,187,0.0,2782,2026-06-24T21:35:00+08:00,2026-06-24T21:35:00+08:00,2026-06-24T21:35:00
West,1.35,103.7,251,0.0,2782,2026-06-24T21:35:00+08:00,2026-06-24T21:35:00+08:00,2026-06-24T21:35:00
Central,1.3,103.83,926,0.0,2776,2026-06-24T21:40:00+08:00,2026-06-24T21:40:00+08:00,2026-06-24T21:40:00
East,1.35,103.95,746,0.0,2776,2026-06-24T21:40:00+08:00,2026-06-24T21:40:00+08:00,2026-06-24T21:40:00
North,1.42,103.82,377,0.0,2776,2026-06-24T21:40:00+08:00,2026-06-24T21:40:00+08:00,2026-06-24T21:40:00
Northeast,1.37,103.88,301,0.0,2776,2026-06-24T21:40:00+08:00,2026-06-24T21:40:00+08:00,2026-06-24T21:40:00
Other,1.28,103.76,170,0.0,2776,2026-06-24T21:40:00+08:00,2026-06-24T21:40:00+08:00,2026-06-24T21:40:00
West,1.35,103.7,256,0.0,2776,2026-06-24T21:40:00+08:00,2026-06-24T21:40:00+08:00,2026-06-24T21:40:00
Central,1.3,103.83,925,0.0,2776,2026-06-24T21:45:00+08:00,2026-06-24T21:45:00+08:00,2026-06-24T21:45:00
East,1.35,103.95,761,0.0,2776,2026-06-24T21:45:00+08:00,2026-06-24T21:45:00+08:00,2026-06-24T21:45:00
North,1.42,103.82,372,0.0,2776,2026-06-24T21:45:00+08:00,2026-06-24T21:45:00+08:00,2026-06-24T21:45:00
Northeast,1.37,103.88,290,0.0,2776,2026-06-24T21:45:00+08:00,2026-06-24T21:45:00+08:00,2026-06-24T21:45:00
Other,1.28,103.76,174,0.0,2776,2026-06-24T21:45:00+08:00,2026-06-24T21:45:00+08:00,2026-06-24T21:45:00
West,1.35,103.7,254,0.0,2776,2026-06-24T21:45:00+08:00,2026-06-24T21:45:00+08:00,2026-06-24T21:45:00
Central,1.3,103.83,925,0.0,2810,2026-06-24T21:50:00+08:00,2026-06-24T21:50:00+08:00,2026-06-24T21:50:00
East,1.35,103.95,780,0.0,2810,2026-06-24T21:50:00+08:00,2026-06-24T21:50:00+08:00,2026-06-24T21:50:00
North,1.42,103.82,364,0.0,2810,2026-06-24T21:50:00+08:00,2026-06-24T21:50:00+08:00,2026-06-24T21:50:00
Northeast,1.37,103.88,326,0.0,2810,2026-06-24T21:50:00+08:00,2026-06-24T21:50:00+08:00,2026-06-24T21:50:00
Other,1.28,103.76,165,0.0,2810,2026-06-24T21:50:00+08:00,2026-06-24T21:50:00+08:00,2026-06-24T21:50:00
West,1.35,103.7,250,0.0,2810,2026-06-24T21:50:00+08:00,2026-06-24T21:50:00+08:00,2026-06-24T21:50:00
Central,1.3,103.83,902,0.0,2668,2026-06-24T21:55:00+08:00,2026-06-24T21:55:00+08:00,2026-06-24T21:55:00
East,1.35,103.95,723,0.0,2668,2026-06-24T21:55:00+08:00,2026-06-24T21:55:00+08:00,2026-06-24T21:55:00
North,1.42,103.82,354,0.0,2668,2026-06-24T21:55:00+08:00,2026-06-24T21:55:00+08:00,2026-06-24T21:55:00
Northeast,1.37,103.88,297,0.0,2668,2026-06-24T21:55:00+08:00,2026-06-24T21:55:00+08:00,2026-06-24T21:55:00
Other,1.28,103.76,159,0.0,2668,2026-06-24T21:55:00+08:00,2026-06-24T21:55:00+08:00,2026-06-24T21:55:00
West,1.35,103.7,233,0.0,2668,2026-06-24T21:55:00+08:00,2026-06-24T21:55:00+08:00,2026-06-24T21:55:00
Central,1.3,103.83,886,0.0,2612,2026-06-24T22:00:00+08:00,2026-06-24T22:00:00+08:00,2026-06-24T22:00:00
East,1.35,103.95,720,0.0,2612,2026-06-24T22:00:00+08:00,2026-06-24T22:00:00+08:00,2026-06-24T22:00:00
North,1.42,103.82,330,0.0,2612,2026-06-24T22:00:00+08:00,2026-06-24T22:00:00+08:00,2026-06-24T22:00:00
Northeast,1.37,103.88,292,0.0,2612,2026-06-24T22:00:00+08:00,2026-06-24T22:00:00+08:00,2026-06-24T22:00:00
Other,1.28,103.76,157,0.0,2612,2026-06-24T22:00:00+08:00,2026-06-24T22:00:00+08:00,2026-06-24T22:00:00
West,1.35,103.7,227,0.0,2612,2026-06-24T22:00:00+08:00,2026-06-24T22:00:00+08:00,2026-06-24T22:00:00
Central,1.3,103.83,880,0.0,2550,2026-06-24T22:05:00+08:00,2026-06-24T22:05:00+08:00,2026-06-24T22:05:00
East,1.35,103.95,685,0.0,2550,2026-06-24T22:05:00+08:00,2026-06-24T22:05:00+08:00,2026-06-24T22:05:00
North,1.42,103.82,333,0.0,2550,2026-06-24T22:05:00+08:00,2026-06-24T22:05:00+08:00,2026-06-24T22:05:00
Northeast,1.37,103.88,283,0.0,2550,2026-06-24T22:05:00+08:00,2026-06-24T22:05:00+08:00,2026-06-24T22:05:00
Other,1.28,103.76,136,0.0,2550,2026-06-24T22:05:00+08:00,2026-06-24T22:05:00+08:00,2026-06-24T22:05:00
West,1.35,103.7,233,0.0,2550,2026-06-24T22:05:00+08:00,2026-06-24T22:05:00+08:00,2026-06-24T22:05:00
Central,1.3,103.83,900,0.0,2561,2026-06-24T22:10:00+08:00,2026-06-24T22:10:00+08:00,2026-06-24T22:10:00
East,1.35,103.95,681,0.0,2561,2026-06-24T22:10:00+08:00,2026-06-24T22:10:00+08:00,2026-06-24T22:10:00
North,1.42,103.82,337,0.0,2561,2026-06-24T22:10:00+08:00,2026-06-24T22:10:00+08:00,2026-06-24T22:10:00
Northeast,1.37,103.88,275,0.0,2561,2026-06-24T22:10:00+08:00,2026-06-24T22:10:00+08:00,2026-06-24T22:10:00
Other,1.28,103.76,137,0.0,2561,2026-06-24T22:10:00+08:00,2026-06-24T22:10:00+08:00,2026-06-24T22:10:00
West,1.35,103.7,231,0.0,2561,2026-06-24T22:10:00+08:00,2026-06-24T22:10:00+08:00,2026-06-24T22:10:00
Central,1.3,103.83,905,0.0,2638,2026-06-24T22:15:00+08:00,2026-06-24T22:15:00+08:00,2026-06-24T22:15:00
East,1.35,103.95,721,0.0,2638,2026-06-24T22:15:00+08:00,2026-06-24T22:15:00+08:00,2026-06-24T22:15:00
North,1.42,103.82,362,0.0,2638,2026-06-24T22:15:00+08:00,2026-06-24T22:15:00+08:00,2026-06-24T22:15:00
Northeast,1.37,103.88,260,0.0,2638,2026-06-24T22:15:00+08:00,2026-06-24T22:15:00+08:00,2026-06-24T22:15:00
Other,1.28,103.76,155,0.0,2638,2026-06-24T22:15:00+08:00,2026-06-24T22:15:00+08:00,2026-06-24T22:15:00
West,1.35,103.7,235,0.0,2638,2026-06-24T22:15:00+08:00,2026-06-24T22:15:00+08:00,2026-06-24T22:15:00
Central,1.3,103.83,986,0.0,2664,2026-06-24T22:20:00+08:00,2026-06-24T22:20:00+08:00,2026-06-24T22:20:00
East,1.35,103.95,709,0.0,2664,2026-06-24T22:20:00+08:00,2026-06-24T22:20:00+08:00,2026-06-24T22:20:00
North,1.42,103.82,330,0.0,2664,2026-06-24T22:20:00+08:00,2026-06-24T22:20:00+08:00,2026-06-24T22:20:00
Northeast,1.37,103.88,276,0.0,2664,2026-06-24T22:20:00+08:00,2026-06-24T22:20:00+08:00,2026-06-24T22:20:00
Other,1.28,103.76,129,0.0,2664,2026-06-24T22:20:00+08:00,2026-06-24T22:20:00+08:00,2026-06-24T22:20:00
West,1.35,103.7,234,0.0,2664,2026-06-24T22:20:00+08:00,2026-06-24T22:20:00+08:00,2026-06-24T22:20:00
Central,1.3,103.83,994,0.0,2674,2026-06-24T22:25:00+08:00,2026-06-24T22:25:00+08:00,2026-06-24T22:25:00
East,1.35,103.95,709,0.0,2674,2026-06-24T22:25:00+08:00,2026-06-24T22:25:00+08:00,2026-06-24T22:25:00
North,1.42,103.82,333,0.0,2674,2026-06-24T22:25:00+08:00,2026-06-24T22:25:00+08:00,2026-06-24T22:25:00
Northeast,1.37,103.88,272,0.0,2674,2026-06-24T22:25:00+08:00,2026-06-24T22:25:00+08:00,2026-06-24T22:25:00
Other,1.28,103.76,148,0.0,2674,2026-06-24T22:25:00+08:00,2026-06-24T22:25:00+08:00,2026-06-24T22:25:00
West,1.35,103.7,218,0.0,2674,2026-06-24T22:25:00+08:00,2026-06-24T22:25:00+08:00,2026-06-24T22:25:00
Central,1.3,103.83,1058,0.0,2744,2026-06-24T22:30:00+08:00,2026-06-24T22:30:00+08:00,2026-06-24T22:30:00
East,1.35,103.95,730,0.0,2744,2026-06-24T22:30:00+08:00,2026-06-24T22:30:00+08:00,2026-06-24T22:30:00
North,1.42,103.82,312,0.0,2744,2026-06-24T22:30:00+08:00,2026-06-24T22:30:00+08:00,2026-06-24T22:30:00
Northeast,1.37,103.88,270,0.0,2744,2026-06-24T22:30:00+08:00,2026-06-24T22:30:00+08:00,2026-06-24T22:30:00
Other,1.28,103.76,132,0.0,2744,2026-06-24T22:30:00+08:00,2026-06-24T22:30:00+08:00,2026-06-24T22:30:00
West,1.35,103.7,242,0.0,2744,2026-06-24T22:30:00+08:00,2026-06-24T22:30:00+08:00,2026-06-24T22:30:00
Central,1.3,103.83,1114,0.0,2807,2026-06-24T22:35:00+08:00,2026-06-24T22:35:00+08:00,2026-06-24T22:35:00
East,1.35,103.95,706,0.0,2807,2026-06-24T22:35:00+08:00,2026-06-24T22:35:00+08:00,2026-06-24T22:35:00
North,1.42,103.82,331,0.0,2807,2026-06-24T22:35:00+08:00,2026-06-24T22:35:00+08:00,2026-06-24T22:35:00
Northeast,1.37,103.88,260,0.0,2807,2026-06-24T22:35:00+08:00,2026-06-24T22:35:00+08:00,2026-06-24T22:35:00
Other,1.28,103.76,156,0.0,2807,2026-06-24T22:35:00+08:00,2026-06-24T22:35:00+08:00,2026-06-24T22:35:00
West,1.35,103.7,240,0.0,2807,2026-06-24T22:35:00+08:00,2026-06-24T22:35:00+08:00,2026-06-24T22:35:00
Central,1.3,103.83,1167,0.0,2845,2026-06-24T22:40:00+08:00,2026-06-24T22:40:00+08:00,2026-06-24T22:40:00
East,1.35,103.95,701,0.0,2845,2026-06-24T22:40:00+08:00,2026-06-24T22:40:00+08:00,2026-06-24T22:40:00
North,1.42,103.82,314,0.0,2845,2026-06-24T22:40:00+08:00,2026-06-24T22:40:00+08:00,2026-06-24T22:40:00
Northeast,1.37,103.88,276,0.0,2845,2026-06-24T22:40:00+08:00,2026-06-24T22:40:00+08:00,2026-06-24T22:40:00
Other,1.28,103.76,156,0.0,2845,2026-06-24T22:40:00+08:00,2026-06-24T22:40:00+08:00,2026-06-24T22:40:00
West,1.35,103.7,231,0.0,2845,2026-06-24T22:40:00+08:00,2026-06-24T22:40:00+08:00,2026-06-24T22:40:00
Central,1.3,103.83,1177,0.0,2841,2026-06-24T22:45:00+08:00,2026-06-24T22:45:00+08:00,2026-06-24T22:45:00
East,1.35,103.95,689,0.0,2841,2026-06-24T22:45:00+08:00,2026-06-24T22:45:00+08:00,2026-06-24T22:45:00
North,1.42,103.82,292,0.0,2841,2026-06-24T22:45:00+08:00,2026-06-24T22:45:00+08:00,2026-06-24T22:45:00
Northeast,1.37,103.88,276,0.0,2841,2026-06-24T22:45:00+08:00,2026-06-24T22:45:00+08:00,2026-06-24T22:45:00
Other,1.28,103.76,166,0.0,2841,2026-06-24T22:45:00+08:00,2026-06-24T22:45:00+08:00,2026-06-24T22:45:00
West,1.35,103.7,241,0.0,2841,2026-06-24T22:45:00+08:00,2026-06-24T22:45:00+08:00,2026-06-24T22:45:00
Central,1.3,103.83,1242,0.0,2912,2026-06-24T22:50:00+08:00,2026-06-24T22:50:00+08:00,2026-06-24T22:50:00
East,1.35,103.95,709,0.0,2912,2026-06-24T22:50:00+08:00,2026-06-24T22:50:00+08:00,2026-06-24T22:50:00
North,1.42,103.82,301,0.0,2912,2026-06-24T22:50:00+08:00,2026-06-24T22:50:00+08:00,2026-06-24T22:50:00
Northeast,1.37,103.88,271,0.0,2912,2026-06-24T22:50:00+08:00,2026-06-24T22:50:00+08:00,2026-06-24T22:50:00
Other,1.28,103.76,153,0.0,2912,2026-06-24T22:50:00+08:00,2026-06-24T22:50:00+08:00,2026-06-24T22:50:00
West,1.35,103.7,236,0.0,2912,2026-06-24T22:50:00+08:00,2026-06-24T22:50:00+08:00,2026-06-24T22:50:00
Central,1.3,103.83,1305,0.0,2989,2026-06-24T22:55:00+08:00,2026-06-24T22:55:00+08:00,2026-06-24T22:55:00
East,1.35,103.95,704,0.0,2989,2026-06-24T22:55:00+08:00,2026-06-24T22:55:00+08:00,2026-06-24T22:55:00
North,1.42,103.82,322,0.0,2989,2026-06-24T22:55:00+08:00,2026-06-24T22:55:00+08:00,2026-06-24T22:55:00
Northeast,1.37,103.88,281,0.0,2989,2026-06-24T22:55:00+08:00,2026-06-24T22:55:00+08:00,2026-06-24T22:55:00
Other,1.28,103.76,154,0.0,2989,2026-06-24T22:55:00+08:00,2026-06-24T22:55:00+08:00,2026-06-24T22:55:00
West,1.35,103.7,223,0.0,2989,2026-06-24T22:55:00+08:00,2026-06-24T22:55:00+08:00,2026-06-24T22:55:00
Central,1.3,103.83,1295,0.0,2960,2026-06-24T23:00:00+08:00,2026-06-24T23:00:00+08:00,2026-06-24T23:00:00
East,1.35,103.95,703,0.0,2960,2026-06-24T23:00:00+08:00,2026-06-24T23:00:00+08:00,2026-06-24T23:00:00
North,1.42,103.82,297,0.0,2960,2026-06-24T23:00:00+08:00,2026-06-24T23:00:00+08:00,2026-06-24T23:00:00
Northeast,1.37,103.88,288,0.0,2960,2026-06-24T23:00:00+08:00,2026-06-24T23:00:00+08:00,2026-06-24T23:00:00
Other,1.28,103.76,161,0.0,2960,2026-06-24T23:00:00+08:00,2026-06-24T23:00:00+08:00,2026-06-24T23:00:00
West,1.35,103.7,216,0.0,2960,2026-06-24T23:00:00+08:00,2026-06-24T23:00:00+08:00,2026-06-24T23:00:00
Central,1.3,103.83,1342,0.0,3033,2026-06-24T23:05:00+08:00,2026-06-24T23:05:00+08:00,2026-06-24T23:05:00
East,1.35,103.95,729,0.0,3033,2026-06-24T23:05:00+08:00,2026-06-24T23:05:00+08:00,2026-06-24T23:05:00
North,1.42,103.82,314,0.0,3033,2026-06-24T23:05:00+08:00,2026-06-24T23:05:00+08:00,2026-06-24T23:05:00
Northeast,1.37,103.88,266,0.0,3033,2026-06-24T23:05:00+08:00,2026-06-24T23:05:00+08:00,2026-06-24T23:05:00
Other,1.28,103.76,150,0.0,3033,2026-06-24T23:05:00+08:00,2026-06-24T23:05:00+08:00,2026-06-24T23:05:00
West,1.35,103.7,232,0.0,3033,2026-06-24T23:05:00+08:00,2026-06-24T23:05:00+08:00,2026-06-24T23:05:00
Central,1.3,103.83,1314,0.0,2946,2026-06-24T23:10:00+08:00,2026-06-24T23:10:00+08:00,2026-06-24T23:10:00
