region,latitude,longitude,available_for_hire_taxis,avg_rain_mm,total_taxi_records_from_api,taxi_api_timestamp,rain_api_timestamp,collection_time
West,1.35,103.7,188,4.36,1883,2026-06-24T17:20:00+08:00,2026-06-24T17:20:00+08:00,2026-06-24T17:20:00
Central,1.3,103.83,667,4.65,1816,2026-06-24T17:25:00+08:00,2026-06-24T17:25:00+08:00,2026-06-24T17:25:00
East,1.35,103.95,437,5.0,1816,2026-06-24T17:25:00+08:00,2026-06-24T17:25:00+08:00,2026-06-24T17:25:00
North,1.42,103.82,211,4.51,1816,2026-06-24T17:25:00+08:00,2026-06-24T17:25:00+08:00,2026-06-24T17:25:00
Northeast,1.37,103.88,171,5.49,1816,2026-06-24T17:25:00+08:00,2026-06-24T17:25:00+08:00,2026-06-24T17:25:00
Other,1.28,103.76,156,3.48,1816,2026-06-24T17:25:00+08:00,2026-06-24T17:25:00+08:00,2026-06-24T17:25:00
West,1.35,103.7,174,4.26,1816,2026-06-24T17:25:00+08:00,2026-06-24T17:25:00+08:00,2026-06-24T17:25:00
Central,1.3,103.83,709,4.28,1857,2026-06-24T17:30:00+08:00,2026-06-24T17:30:00+08:00,2026-06-24T17:30:00
East,1.35,103.95,433,4.74,1857,2026-06-24T17:30:00+08:00,2026-06-24T17:30:00+08:00,2026-06-24T17:30:00
North,1.42,103.82,215,4.26,1857,2026-06-24T17:30:00+08:00,2026-06-24T17:30:00+08:00,2026-06-24T17:30:00
Northeast,1.37,103.88,166,5.42,1857,2026-06-24T17:30:00+08:00,2026-06-24T17:30:00+08:00,2026-06-24T17:30:00
Other,1.28,103.76,152,3.22,1857,2026-06-24T17:30:00+08:00,2026-06-24T17:30:00+08:00,2026-06-24T17:30:00
West,1.35,103.7,182,3.99,1857,2026-06-24T17:30:00+08:00,2026-06-24T17:30:00+08:00,2026-06-24T17:30:00
Central,1.3,103.83,641,4.14,1842,2026-06-24T17:35:00+08:00,2026-06-24T17:35:00+08:00,2026-06-24T17:35:00
East,1.35,103.95,468,4.44,1842,2026-06-24T17:35:00+08:00,2026-06-24T17:35:00+08:00,2026-06-24T17:35:00
North,1.42,103.82,203,4.09,1842,2026-06-24T17:35:00+08:00,2026-06-24T17:35:00+08:00,2026-06-24T17:35:00
Northeast,1.37,103.88,185,5.08,1842,2026-06-24T17:35:00+08:00,2026-06-24T17:35:00+08:00,2026-06-24T17:35:00
Other,1.28,103.76,163,3.07,1842,2026-06-24T17:35:00+08:00,2026-06-24T17:35:00+08:00,2026-06-24T17:35:00
West,1.35,103.7,182,3.92,1842,2026-06-24T17:35:00+08:00,2026-06-24T17:35:00+08:00,2026-06-24T17:35:00
Central,1.3,103.83,662,3.8,1788,2026-06-24T17:40:00+08:00,2026-06-24T17:40:00+08:00,2026-06-24T17:40:00
East,1.35,103.95,447,4.25,1788,2026-06-24T17:40:00+08:00,2026-06-24T17:40:00+08:00,2026-06-24T17:40:00
North,1.42,103.82,181,4.08,1788,2026-06-24T17:40:00+08:00,2026-06-24T17:40:00+08:00,2026-06-24T17:40:00
Northeast,1.37,103.88,169,4.84,1788,2026-06-24T17:40:00+08:00,2026-06-24T17:40:00+08:00,2026-06-24T17:40:00
Other,1.28,103.76,150,2.84,1788,2026-06-24T17:40:00+08:00,2026-06-24T17:40:00+08:00,2026-06-24T17:40:00
West,1.35,103.7,179,3.63,1788,2026-06-24T17:40:00+08:00,2026-06-24T17:40:00+08:00,2026-06-24T17:40:00
Central,1.3,103.83,614,3.65,1675,2026-06-24T17:45:00+08:00,2026-06-24T17:45:00+08:00,2026-06-24T17:45:00
East,1.35,103.95,434,3.8,1675,2026-06-24T17:45:00+08:00,2026-06-24T17:45:00+08:00,2026-06-24T17:45:00
North,1.42,103.82,187,3.65,1675,2026-06-24T17:45:00+08:00,2026-06-24T17:45:00+08:00,2026-06-24T17:45:00
Northeast,1.37,103.88,139,4.58,1675,2026-06-24T17:45:00+08:00,2026-06-24T17:45:00+08:00,2026-06-24T17:45:00
Other,1.28,103.76,118,2.69,1675,2026-06-24T17:45:00+08:00,2026-06-24T17:45:00+08:00,2026-06-24T17:45:00
West,1.35,103.7,183,3.37,1675,2026-06-24T17:45:00+08:00,2026-06-24T17:45:00+08:00,2026-06-24T17:45:00
Central,1.3,103.83,612,3.24,1675,2026-06-24T17:50:00+08:00,2026-06-24T17:50:00+08:00,2026-06-24T17:50:00
East,1.35,103.95,449,3.72,1675,2026-06-24T17:50:00+08:00,2026-06-24T17:50:00+08:00,2026-06-24T17:50:00
North,1.42,103.82,186,3.39,1675,2026-06-24T17:50:00+08:00,2026-06-24T17:50:00+08:00,2026-06-24T17:50:00
Northeast,1.37,103.88,153,4.09,1675,2026-06-24T17:50:00+08:00,2026-06-24T17:50:00+08:00,2026-06-24T17:50:00
Other,1.28,103.76,109,2.51,1675,2026-06-24T17:50:00+08:00,2026-06-24T17:50:00+08:00,2026-06-24T17:50:00
West,1.35,103.7,166,3.23,1675,2026-06-24T17:50:00+08:00,2026-06-24T17:50:00+08:00,2026-06-24T17:50:00
Central,1.3,103.83,538,2.95,1598,2026-06-24T17:55:00+08:00,2026-06-24T17:55:00+08:00,2026-06-24T17:55:00
East,1.35,103.95,441,3.41,1598,2026-06-24T17:55:00+08:00,2026-06-24T17:55:00+08:00,2026-06-24T17:55:00
North,1.42,103.82,170,3.0,1598,2026-06-24T17:55:00+08:00,2026-06-24T17:55:00+08:00,2026-06-24T17:55:00
Northeast,1.37,103.88,149,3.84,1598,2026-06-24T17:55:00+08:00,2026-06-24T17:55:00+08:00,2026-06-24T17:55:00
Other,1.28,103.76,112,2.23,1598,2026-06-24T17:55:00+08:00,2026-06-24T17:55:00+08:00,2026-06-24T17:55:00
West,1.35,103.7,188,2.87,1598,2026-06-24T17:55:00+08:00,2026-06-24T17:55:00+08:00,2026-06-24T17:55:00
Central,1.3,103.83,578,2.93,1651,2026-06-24T18:00:00+08:00,2026-06-24T18:00:00+08:00,2026-06-24T18:00:00
East,1.35,103.95,417,3.06,1651,2026-06-24T18:00:00+08:00,2026-06-24T18:00:00+08:00,2026-06-24T18:00:00
North,1.42,103.82,177,2.86,1651,2026-06-24T18:00:00+08:00,2026-06-24T18:00:00+08:00,2026-06-24T18:00:00
Northeast,1.37,103.88,150,3.39,1651,2026-06-24T18:00:00+08:00,2026-06-24T18:00:00+08:00,2026-06-24T18:00:00
Other,1.28,103.76,127,2.1,1651,2026-06-24T18:00:00+08:00,2026-06-24T18:00:00+08:00,2026-06-24T18:00:00
West,1.35,103.7,202,2.74,1651,2026-06-24T18:00:00+08:00,2026-06-24T18:00:00+08:00,2026-06-24T18:00:00
Central,1.3,103.83,634,0.0,1945,2026-06-24T18:05:00+08:00,2026-06-24T18:05:00+08:00,2026-06-24T18:05:00
East,1.35,103.95,539,0.0,1945,2026-06-24T18:05:00+08:00,2026-06-24T18:05:00+08:00,2026-06-24T18:05:00
North,1.42,103.82,191,0.0,1945,2026-06-24T18:05:00+08:00,2026-06-24T18:05:00+08:00,2026-06-24T18:05:00
Northeast,1.37,103.88,208,0.0,1945,2026-06-24T18:05:00+08:00,2026-06-24T18:05:00+08:00,2026-06-24T18:05:00
Other,1.28,103.76,137,0.0,1945,2026-06-24T18:05:00+08:00,2026-06-24T18:05:00+08:00,2026-06-24T18:05:00
West,1.35,103.7,236,0.0,1945,2026-06-24T18:05:00+08:00,2026-06-24T18:05:00+08:00,2026-06-24T18:05:00
Central,1.3,103.83,625,0.0,1882,2026-06-24T18:10:00+08:00,2026-06-24T18:10:00+08:00,2026-06-24T18:10:00
East,1.35,103.95,518,0.0,1882,2026-06-24T18:10:00+08:00,2026-06-24T18:10:00+08:00,2026-06-24T18:10:00
North,1.42,103.82,208,0.0,1882,2026-06-24T18:10:00+08:00,2026-06-24T18:10:00+08:00,2026-06-24T18:10:00
Northeast,1.37,103.88,174,0.0,1882,2026-06-24T18:10:00+08:00,2026-06-24T18:10:00+08:00,2026-06-24T18:10:00
Other,1.28,103.76,137,0.0,1882,2026-06-24T18:10:00+08:00,2026-06-24T18:10:00+08:00,2026-06-24T18:10:00
West,1.35,103.7,220,0.0,1882,2026-06-24T18:10:00+08:00,2026-06-24T18:10:00+08:00,2026-06-24T18:10:00
Central,1.3,103.83,634,0.0,1859,2026-06-24T18:15:00+08:00,2026-06-24T18:15:00+08:00,2026-06-24T18:15:00
East,1.35,103.95,516,0.0,1859,2026-06-24T18:15:00+08:00,2026-06-24T18:15:00+08:00,2026-06-24T18:15:00
North,1.42,103.82,198,0.0,1859,2026-06-24T18:15:00+08:00,2026-06-24T18:15:00+08:00,2026-06-24T18:15:00
Northeast,1.37,103.88,175,0.0,1859,2026-06-24T18:15:00+08:00,2026-06-24T18:15:00+08:00,2026-06-24T18:15:00
Other,1.28,103.76,135,0.0,1859,2026-06-24T18:15:00+08:00,2026-06-24T18:15:00+08:00,2026-06-24T18:15:00
West,1.35,103.7,201,0.0,1859,2026-06-24T18:15:00+08:00,2026-06-24T18:15:00+08:00,2026-06-24T18:15:00
Central,1.3,103.83,624,0.0,1903,2026-06-24T18:20:00+08:00,2026-06-24T18:20:00+08:00,2026-06-24T18:20:00
East,1.35,103.95,543,0.0,1903,2026-06-24T18:20:00+08:00,2026-06-24T18:20:00+08:00,2026-06-24T18:20:00
North,1.42,103.82,219,0.0,1903,2026-06-24T18:20:00+08:00,2026-06-24T18:20:00+08:00,2026-06-24T18:20:00
Northeast,1.37,103.88,175,0.0,1903,2026-06-24T18:20:00+08:00,2026-06-24T18:20:00+08:00,2026-06-24T18:20:00
Other,1.28,103.76,142,0.0,1903,2026-06-24T18:20:00+08:00,2026-06-24T18:20:00+08:00,2026-06-24T18:20:00
West,1.35,103.7,200,0.0,1903,2026-06-24T18:20:00+08:00,2026-06-24T18:20:00+08:00,2026-06-24T18:20:00
Central,1.3,103.83,631,0.0,1902,2026-06-24T18:25:00+08:00,2026-06-24T18:25:00+08:00,2026-06-24T18:25:00
East,1.35,103.95,550,0.0,1902,2026-06-24T18:25:00+08:00,2026-06-24T18:25:00+08:00,2026-06-24T18:25:00
North,1.42,103.82,220,0.0,1902,2026-06-24T18:25:00+08:00,2026-06-24T18:25:00+08:00,2026-06-24T18:25:00
Northeast,1.37,103.88,175,0.0,1902,2026-06-24T18:25:00+08:00,2026-06-24T18:25:00+08:00,2026-06-24T18:25:00
Other,1.28,103.76,120,0.0,1902,2026-06-24T18:25:00+08:00,2026-06-24T18:25:00+08:00,2026-06-24T18:25:00
West,1.35,103.7,206,0.0,1902,2026-06-24T18:25:00+08:00,2026-06-24T18:25:00+08:00,2026-06-24T18:25:00
Central,1.3,103.83,656,0.0,1930,2026-06-24T18:30:00+08:00,2026-06-24T18:30:00+08:00,2026-06-24T18:30:00
East,1.35,103.95,533,0.0,1930,2026-06-24T18:30:00+08:00,2026-06-24T18:30:00+08:00,2026-06-24T18:30:00
North,1.42,103.82,204,0.0,1930,2026-06-24T18:30:00+08:00,2026-06-24T18:30:00+08:00,2026-06-24T18:30:00
Northeast,1.37,103.88,190,0.0,1930,2026-06-24T18:30:00+08:00,2026-06-24T18:30:00+08:00,2026-06-24T18:30:00
Other,1.28,103.76,150,0.0,1930,2026-06-24T18:30:00+08:00,2026-06-24T18:30:00+08:00,2026-06-24T18:30:00
West,1.35,103.7,197,0.0,1930,2026-06-24T18:30:00+08:00,2026-06-24T18:30:00+08:00,2026-06-24T18:30:00
Central,1.3,103.83,650,0.0,1938,2026-06-24T18:35:00+08:00,2026-06-24T18:35:00+08:00,2026-06-24T18:35:00
East,1.35,103.95,533,0.0,1938,2026-06-24T18:35:00+08:00,2026-06-24T18:35:00+08:00,2026-06-24T18:35:00
North,1.42,103.82,226,0.0,1938,2026-06-24T18:35:00+08:00,2026-06-24T18:35:00+08:00,2026-06-24T18:35:00
Northeast,1.37,103.88,201,0.0,1938,2026-06-24T18:35:00+08:00,2026-06-24T18:35:00+08:00,2026-06-24T18:35:00
Other,1.28,103.76,125,0.0,1938,2026-06-24T18:35:00+08:00,2026-06-24T18:35:00+08:00,2026-06-24T18:35:00
West,1.35,103.7,203,0.0,1938,2026-06-24T18:35:00+08:00,2026-06-24T18:35:00+08:00,2026-06-24T18:35:00
Central,1.3,103.83,704,0.0,2033,2026-06-24T18:40:00+08:00,2026-06-24T18:40:00+08:00,2026-06-24T18:40:00
East,1.35,103.95,591,0.0,2033,2026-06-24T18:40:00+08:00,2026-06-24T18:40:00+08:00,2026-06-24T18:40:00
North,1.42,103.82,224,0.0,2033,2026-06-24T18:40:00+08:00,2026-06-24T18:40:00+08:00,2026-06-24T18:40:00
Northeast,1.37,103.88,184,0.0,2033,2026-06-24T18:40:00+08:00,2026-06-24T18:40:00+08:00,2026-06-24T18:40:00
Other,1.28,103.76,126,0.0,2033,2026-06-24T18:40:00+08:00,2026-06-24T18:40:00+08:00,2026-06-24T18:40:00
West,1.35,103.7,204,0.0,2033,2026-06-24T18:40:00+08:00,2026-06-24T18:40:00+08:00,2026-06-24T18:40:00
Central,1.3,103.83,719,0.0,2013,2026-06-24T18:45:00+08:00,2026-06-24T18:45:00+08:00,2026-06-24T18:45:00
East,1.35,103.95,580,0.0,2013,2026-06-24T18:45:00+08:00,2026-06-24T18:45:00+08:00,2026-06-24T18:45:00
North,1.42,103.82,222,0.0,2013,2026-06-24T18:45:00+08:00,2026-06-24T18:45:00+08:00,2026-06-24T18:45:00
Northeast,1.37,103.88,178,0.0,2013,2026-06-24T18:45:00+08:00,2026-06-24T18:45:00+08:00,2026-06-24T18:45:00
Other,1.28,103.76,114,0.0,2013,2026-06-24T18:45:00+08:00,2026-06-24T18:45:00+08:00,2026-06-24T18:45:00
West,1.35,103.7,200,0.0,2013,2026-06-24T18:45:00+08:00,2026-06-24T18:45:00+08:00,2026-06-24T18:45:00
Central,1.3,103.83,770,0.0,2149,2026-06-24T18:50:00+08:00,2026-06-24T18:50:00+08:00,2026-06-24T18:50:00
East,1.35,103.95,574,0.0,2149,2026-06-24T18:50:00+08:00,2026-06-24T18:50:00+08:00,2026-06-24T18:50:00
North,1.42,103.82,269,0.0,2149,2026-06-24T18:50:00+08:00,2026-06-24T18:50:00+08:00,2026-06-24T18:50:00
Northeast,1.37,103.88,172,0.0,2149,2026-06-24T18:50:00+08:00,2026-06-24T18:50:00+08:00,2026-06-24T18:50:00
Other,1.28,103.76,137,0.0,2149,2026-06-24T18:50:00+08:00,2026-06-24T18:50:00+08:00,2026-06-24T18:50:00
West,1.35,103.7,227,0.0,2149,2026-06-24T18:50:00+08:00,2026-06-24T18:50:00+08:00,2026-06-24T18:50:00
Central,1.3,103.83,738,0.0,2131,2026-06-24T18:55:00+08:00,2026-06-24T18:55:00+08:00,2026-06-24T18:55:00
East,1.35,103.95,604,0.0,2131,2026-06-24T18:55:00+08:00,2026-06-24T18:55:00+08:00,2026-06-24T18:55:00
North,1.42,103.82,241,0.0,2131,2026-06-24T18:55:00+08:00,2026-06-24T18:55:00+08:00,2026-06-24T18:55:00
Northeast,1.37,103.88,188,0.0,2131,2026-06-24T18:55:00+08:00,2026-06-24T18:55:00+08:00,2026-06-24T18:55:00
Other,1.28,103.76,137,0.0,2131,2026-06-24T18:55:00+08:00,2026-06-24T18:55:00+08:00,2026-06-24T18:55:00
West,1.35,103.7,223,0.0,2131,2026-06-24T18:55:00+08:00,2026-06-24T18:55:00+08:00,2026-06-24T18:55:00
Central,1.3,103.83,775,0.0,2156,2026-06-24T19:00:00+08:00,2026-06-24T19:00:00+08:00,2026-06-24T19:00:00
East,1.35,103.95,605,0.0,2156,2026-06-24T19:00:00+08:00,2026-06-24T19:00:00+08:00,2026-06-24T19:00:00
North,1.42,103.82,225,0.0,2156,2026-06-24T19:00:00+08:00,2026-06-24T19:00:00+08:00,2026-06-24T19:00:00
Northeast,1.37,103.88,175,0.0,2156,2026-06-24T19:00:00+08:00,2026-06-24T19:00:00+08:00,2026-06-24T19:00:00
Other,1.28,103.76,134,0.0,2156,2026-06-24T19:00:00+08:00,2026-06-24T19:00:00+08:00,2026-06-24T19:00:00
West,1.35,103.7,242,0.0,2156,2026-06-24T19:00:00+08:00,2026-06-24T19:00:00+08:00,2026-06-24T19:00:00
Central,1.3,103.83,826,0.0,2269,2026-06-24T19:05:00+08:00,2026-06-24T19:05:00+08:00,2026-06-24T19:05:00
East,1.35,103.95,630,0.0,2269,2026-06-24T19:05:00+08:00,2026-06-24T19:05:00+08:00,2026-06-24T19:05:00
North,1.42,103.82,244,0.0,2269,2026-06-24T19:05:00+08:00,2026-06-24T19:05:00+08:00,2026-06-24T19:05:00
Northeast,1.37,103.88,196,0.0,2269,2026-06-24T19:05:00+08:00,2026-06-24T19:05:00+08:00,2026-06-24T19:05:00
Other,1.28,103.76,151,0.0,2269,2026-06-24T19:05:00+08:00,2026-06-24T19:05:00+08:00,2026-06-24T19:05:00
West,1.35,103.7,222,0.0,2269,2026-06-24T19:05:00+08:00,2026-06-24T19:05:00+08:00,2026-06-24T19:05:00
Central,1.3,103.83,903,0.0,2386,2026-06-24T19:10:00+08:00,2026-06-24T19:10:00+08:00,2026-06-24T19:10:00
East,1.35,103.95,653,0.0,2386,2026-06-24T19:10:00+08:00,2026-06-24T19:10:00+08:00,2026-06-24T19:10:00
North,1.42,103.82,231,0.0,2386,2026-06-24T19:10:00+08:00,2026-06-24T19:10:00+08:00,2026-06-24T19:10:00
Northeast,1.37,103.88,208,0.0,2386,2026-06-24T19:10:00+08:00,2026-06-24T19:10:00+08:00,2026-06-24T19:10:00
Other,1.28,103.76,167,0.0,2386,2026-06-24T19:10:00+08:00,2026-06-24T19:10:00+08:00,2026-06-24T19:10:00
West,1.35,103.7,224,0.0,2386,2026-06-24T19:10:00+08:00,2026-06-24T19:10:00+08:00,2026-06-24T19:10:00
Central,1.3,103.83,971,0.0,2500,2026-06-24T19:15:00+08:00,2026-06-24T19:15:00+08:00,2026-06-24T19:15:00
East,1.35,103.95,682,0.0,2500,2026-06-24T19:15:00+08:00,2026-06-24T19:15:00+08:00,2026-06-24T19:15:00
North,1.42,103.82,250,0.0,2500,2026-06-24T19:15:00+08:00,2026-06-24T19:15:00+08:00,2026-06-24T19:15:00
Northeast,1.37,103.88,193,0.0,2500,2026-06-24T19:15:00+08:00,2026-06-24T19:15:00+08:00,2026-06-24T19:15:00
Other,1.28,103.76,150,0.0,2500,2026-06-24T19:15:00+08:00,2026-06-24T19:15:00+08:00,2026-06-24T19:15:00
West,1.35,103.7,254,0.0,2500,2026-06-24T19:15:00+08:00,2026-06-24T19:15:00+08:00,2026-06-24T19:15:00
Central,1.3,103.83,1002,0.0,2523,2026-06-24T19:20:00+08:00,2026-06-24T19:20:00+08:00,2026-06-24T19:20:00
East,1.35,103.95,696,0.0,2523,2026-06-24T19:20:00+08:00,2026-06-24T19:20:00+08:00,2026-06-24T19:20:00
North,1.42,103.82,249,0.0,2523,2026-06-24T19:20:00+08:00,2026-06-24T19:20:00+08:00,2026-06-24T19:20:00
Northeast,1.37,103.88,194,0.0,2523,2026-06-24T19:20:00+08:00,2026-06-24T19:20:00+08:00,2026-06-24T19:20:00
Other,1.28,103.76,143,0.0,2523,2026-06-24T19:20:00+08:00,2026-06-24T19:20:00+08:00,2026-06-24T19:20:00
West,1.35,103.7,239,0.0,2523,2026-06-24T19:20:00+08:00,2026-06-24T19:20:00+08:00,2026-06-24T19:20:00
Central,1.3,103.83,1031,0.0,2614,2026-06-24T19:25:00+08:00,2026-06-24T19:25:00+08:00,2026-06-24T19:25:00
East,1.35,103.95,718,0.0,2614,2026-06-24T19:25:00+08:00,2026-06-24T19:25:00+08:00,2026-06-24T19:25:00
North,1.42,103.82,242,0.0,2614,2026-06-24T19:25:00+08:00,2026-06-24T19:25:00+08:00,2026-06-24T19:25:00
Northeast,1.37,103.88,222,0.0,2614,2026-06-24T19:25:00+08:00,2026-06-24T19:25:00+08:00,2026-06-24T19:25:00
Other,1.28,103.76,161,0.0,2614,2026-06-24T19:25:00+08:00,2026-06-24T19:25:00+08:00,2026-06-24T19:25:00
West,1.35,103.7,240,0.0,2614,2026-06-24T19:25:00+08:00,2026-06-24T19:25:00+08:00,2026-06-24T19:25:00
Central,1.3,103.83,1040,0.0,2617,2026-06-24T19:30:00+08:00,2026-06-24T19:30:00+08:00,2026-06-24T19:30:00
East,1.35,103.95,723,0.0,2617,2026-06-24T19:30:00+08:00,2026-06-24T19:30:00+08:00,2026-06-24T19:30:00
North,1.42,103.82,230,0.0,2617,2026-06-24T19:30:00+08:00,2026-06-24T19:30:00+08:00,2026-06-24T19:30:00
Northeast,1.37,103.88,205,0.0,2617,2026-06-24T19:30:00+08:00,2026-06-24T19:30:00+08:00,2026-06-24T19:30:00
Other,1.28,103.76,181,0.0,2617,2026-06-24T19:30:00+08:00,2026-06-24T19:30:00+08:00,2026-06-24T19:30:00
West,1.35,103.7,238,0.0,2617,2026-06-24T19:30:00+08:00,2026-06-24T19:30:00+08:00,2026-06-24T19:30:00
Central,1.3,103.83,1046,0.0,2658,2026-06-24T19:35:00+08:00,2026-06-24T19:35:00+08:00,2026-06-24T19:35:00
East,1.35,103.95,760,0.0,2658,2026-06-24T19:35:00+08:00,2026-06-24T19:35:00+08:00,2026-06-24T19:35:00
North,1.42,103.82,236,0.0,2658,2026-06-24T19:35:00+08:00,2026-06-24T19:35:00+08:00,2026-06-24T19:35:00
Northeast,1.37,103.88,219,0.0,2658,2026-06-24T19:35:00+08:00,2026-06-24T19:35:00+08:00,2026-06-24T19:35:00
Other,1.28,103.76,174,0.0,2658,2026-06-24T19:35:00+08:00,2026-06-24T19:35:00+08:00,2026-06-24T19:35:00
West,1.35,103.7,223,0.0,2658,2026-06-24T19:35:00+08:00,2026-06-24T19:35:00+08:00,2026-06-24T19:35:00
Central,1.3,103.83,1090,0.0,2699,2026-06-24T19:40:00+08:00,2026-06-24T19:40:00+08:00,2026-06-24T19:40:00
East,1.35,103.95,762,0.0,2699,2026-06-24T19:40:00+08:00,2026-06-24T19:40:00+08:00,2026-06-24T19:40:00
North,1.42,103.82,229,0.0,2699,2026-06-24T19:40:00+08:00,2026-06-24T19:40:00+08:00,2026-06-24T19:40:00
Northeast,1.37,103.88,225,0.0,2699,2026-06-24T19:40:00+08:00,2026-06-24T19:40:00+08:00,2026-06-24T19:40:00
Other,1.28,103.76,157,0.0,2699,2026-06-24T19:40:00+08:00,2026-06-24T19:40:00+08:00,2026-06-24T19:40:00
West,1.35,103.7,236,0.0,2699,2026-06-24T19:40:00+08:00,2026-06-24T19:40:00+08:00,2026-06-24T19:40:00
Central,1.3,103.83,1028,0.0,2669,2026-06-24T19:45:00+08:00,2026-06-24T19:45:00+08:00,2026-06-24T19:45:00
East,1.35,103.95,752,0.0,2669,2026-06-24T19:45:00+08:00,2026-06-24T19:45:00+08:00,2026-06-24T19:45:00
North,1.42,103.82,236,0.0,2669,2026-06-24T19:45:00+08:00,2026-06-24T19:45:00+08:00,2026-06-24T19:45:00
Northeast,1.37,103.88,238,0.0,2669,2026-06-24T19:45:00+08:00,2026-06-24T19:45:00+08:00,2026-06-24T19:45:00
Other,1.28,103.76,169,0.0,2669,2026-06-24T19:45:00+08:00,2026-06-24T19:45:00+08:00,2026-06-24T19:45:00
West,1.35,103.7,246,0.0,2669,2026-06-24T19:45:00+08:00,2026-06-24T19:45:00+08:00,2026-06-24T19:45:00
Central,1.3,103.83,1058,0.0,2705,2026-06-24T19:50:00+08:00,2026-06-24T19:50:00+08:00,2026-06-24T19:50:00
East,1.35,103.95,788,0.0,2705,2026-06-24T19:50:00+08:00,2026-06-24T19:50:00+08:00,2026-06-24T19:50:00
North,1.42,103.82,213,0.0,2705,2026-06-24T19:50:00+08:00,2026-06-24T19:50:00+08:00,2026-06-24T19:50:00
Northeast,1.37,103.88,229,0.0,2705,2026-06-24T19:50:00+08:00,2026-06-24T19:50:00+08:00,2026-06-24T19:50:00
Other,1.28,103.76,176,0.0,2705,2026-06-24T19:50:00+08:00,2026-06-24T19:50:00+08:00,2026-06-24T19:50:00
West,1.35,103.7,241,0.0,2705,2026-06-24T19:50:00+08:00,2026-06-24T19:50:00+08:00,2026-06-24T19:50:00
Central,1.3,103.83,1106,0.0,2720,2026-06-24T19:55:00+08:00,2026-06-24T19:55:00+08:00,2026-06-24T19:55:00
East,1.35,103.95,769,0.0,2720,2026-06-24T19:55:00+08:00,2026-06-24T19:55:00+08:00,2026-06-24T19:55:00
North,1.42,103.82,220,0.0,2720,2026-06-24T19:55:00+08:00,2026-06-24T19:55:00+08:00,2026-06-24T19:55:00
Northeast,1.37,103.88,224,0.0,2720,2026-06-24T19:55:00+08:00,2026-06-24T19:55:00+08:00,2026-06-24T19:55:00
Other,1.28,103.76,173,0.0,2720,2026-06-24T19:55:00+08:00,2026-06-24T19:55:00+08:00,2026-06-24T19:55:00
West,1.35,103.7,228,0.0,2720,2026-06-24T19:55:00+08:00,2026-06-24T19:55:00+08:00,2026-06-24T19:55:00
Central,1.3,103.83,1103,0.0,2667,2026-06-24T20:00:00+08:00,2026-06-24T20:00:00+08:00,2026-06-24T20:00:00
East,1.35,103.95,700,0.0,2667,2026-06-24T20:00:00+08:00,2026-06-24T20:00:00+08:00,2026-06-24T20:00:00
North,1.42,103.82,230,0.0,2667,2026-06-24T20:00:00+08:00,2026-06-24T20:00:00+08:00,2026-06-24T20:00:00
Northeast,1.37,103.88,247,0.0,2667,2026-06-24T20:00:00+08:00,2026-06-24T20:00:00+08:00,2026-06-24T20:00:00
Other,1.28,103.76,156,0.0,2667,2026-06-24T20:00:00+08:00,2026-06-24T20:00:00+08:00,2026-06-24T20:00:00
West,1.35,103.7,231,0.0,2667,2026-06-24T20:00:00+08:00,2026-06-24T20:00:00+08:00,2026-06-24T20:00:00
Central,1.3,103.83,1113,0.0,2693,2026-06-24T20:05:00+08:00,2026-06-24T20:05:00+08:00,2026-06-24T20:05:00
East,1.35,103.95,739,0.0,2693,2026-06-24T20:05:00+08:00,2026-06-24T20:05:00+08:00,2026-06-24T20:05:00
North,1.42,103.82,230,0.0,2693,2026-06-24T20:05:00+08:00,2026-06-24T20:05:00+08:00,2026-06-24T20:05:00
Northeast,1.37,103.88,245,0.0,2693,2026-06-24T20:05:00+08:00,2026-06-24T20:05:00+08:00,2026-06-24T20:05:00
Other,1.28,103.76,152,0.0,2693,2026-06-24T20:05:00+08:00,2026-06-24T20:05:00+08:00,2026-06-24T20:05:00
West,1.35,103.7,214,0.0,2693,2026-06-24T20:05:00+08:00,2026-06-24T20:05:00+08:00,2026-06-24T20:05:00
Central,1.3,103.83,1167,0.0,2753,2026-06-24T20:10:00+08:00,2026-06-24T20:10:00+08:00,2026-06-24T20:10:00
East,1.35,103.95,708,0.0,2753,2026-06-24T20:10:00+08:00,2026-06-24T20:10:00+08:00,2026-06-24T20:10:00
North,1.42,103.82,246,0.0,2753,2026-06-24T20:10:00+08:00,2026-06-24T20:10:00+08:00,2026-06-24T20:10:00
Northeast,1.37,103.88,263,0.0,2753,2026-06-24T20:10:00+08:00,2026-06-24T20:10:00+08:00,2026-06-24T20:10:00
Other,1.28,103.76,161,0.0,2753,2026-06-24T20:10:00+08:00,2026-06-24T20:10:00+08:00,2026-06-24T20:10:00
West,1.35,103.7,208,0.0,2753,2026-06-24T20:10:00+08:00,2026-06-24T20:10:00+08:00,2026-06-24T20:10:00
Central,1.3,103.83,1124,0.0,2722,2026-06-24T20:15:00+08:00,2026-06-24T20:15:00+08:00,2026-06-24T20:15:00
East,1.35,103.95,678,0.0,2722,2026-06-24T20:15:00+08:00,2026-06-24T20:15:00+08:00,2026-06-24T20:15:00
North,1.42,103.82,245,0.0,2722,2026-06-24T20:15:00+08:00,2026-06-24T20:15:00+08:00,2026-06-24T20:15:00
